Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\Projects\shepherd_v2_nRF_FRAM_Target\Project Outputs\Pick Place\Pick Place for target_1.2.csv

========================================================================================================================
File Design Information:

Date:       28.03.24
Time:       14:11
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Manufacturer PN","Value"
"R45","R_0402_470R","TopLayer","RESC1005X04","27,0000","16,5000","180","ERJ-2RKF4700X","470R"
"R44","R_0402_240R","BottomLayer","RESC1005X04","27,0000","16,5000","0","ERJ-2GEJ241X","240R"
"R43","R_0402_240R","BottomLayer","RESC1005X04","6,5000","11,0000","0","ERJ-2GEJ241X","240R"
"R42","R_0402_240R","BottomLayer","RESC1005X04","6,5000","18,5000","0","ERJ-2GEJ241X","240R"
"R41","R_0402_240R","BottomLayer","RESC1005X04","6,5000","24,3000","0","ERJ-2GEJ241X","240R"
"R40","R_0402_240R","BottomLayer","RESC1005X04","8,8000","23,3000","0","ERJ-2GEJ241X","240R"
"R39","R_0402_240R","BottomLayer","RESC1005X04","9,0000","19,8000","0","ERJ-2GEJ241X","240R"
"R38","R_0402_240R","BottomLayer","RESC1005X04","6,5000","21,7000","0","ERJ-2GEJ241X","240R"
"R37","R_0402_240R","BottomLayer","RESC1005X04","13,6000","23,8000","0","ERJ-2GEJ241X","240R"
"R36","R_0402_470R","TopLayer","RESC1005X04","29,0000","23,2000","90","ERJ-2RKF4700X","470R"
"R35","R_0402_470R","TopLayer","RESC1005X04","28,0000","23,2000","90","ERJ-2RKF4700X","470R"
"R34","R_0402_240R","BottomLayer","RESC1005X04","15,6000","23,1000","0","ERJ-2GEJ241X","240R"
"R33","R_0402_240R","BottomLayer","RESC1005X04","8,5000","16,9000","0","ERJ-2GEJ241X","240R"
"R32","R_0402_240R","BottomLayer","RESC1005X04","17,6000","22,1000","0","ERJ-2GEJ241X","240R"
"R31","R_0402_470R","TopLayer","RESC1005X04","22,5000","15,6000","90","ERJ-2RKF4700X","470R"
"R30","R_0402_470R","TopLayer","RESC1005X04","24,5000","15,6000","90","ERJ-2RKF4700X","470R"
"R29","R_0402_240R","BottomLayer","RESC1005X04","6,5000","9,0000","0","ERJ-2GEJ241X","240R"
"R28","R_0402_240R","BottomLayer","RESC1005X04","6,5000","13,0000","0","ERJ-2GEJ241X","240R"
"R27","R_0402_240R","BottomLayer","RESC1005X04","8,5000","14,1000","0","ERJ-2GEJ241X","240R"
"R26","R_0402_240R","BottomLayer","RESC1005X04","23,5000","23,9000","180","ERJ-2GEJ241X","240R"
"R25","R_0402_240R","BottomLayer","RESC1005X04","6,5000","15,3000","0","ERJ-2GEJ241X","240R"
"R24","R_0402_240R","BottomLayer","RESC1005X04","6,5000","17,5000","180","ERJ-2GEJ241X","240R"
"R23","R_0402_240R","BottomLayer","RESC1005X04","15,6000","22,1000","180","ERJ-2GEJ241X","240R"
"R22","R_0402_240R","BottomLayer","RESC1005X04","6,5000","14,3000","180","ERJ-2GEJ241X","240R"
"R21","R_0402_240R","BottomLayer","RESC1005X04","13,6000","22,8000","180","ERJ-2GEJ241X","240R"
"R20","R_0402_240R","BottomLayer","RESC1005X04","8,5000","15,9000","180","ERJ-2GEJ241X","240R"
"R19","R_0402_240R","BottomLayer","RESC1005X04","6,5000","23,3000","180","ERJ-2GEJ241X","240R"
"R18","R_0402_240R","BottomLayer","RESC1005X04","8,8000","22,3000","0","ERJ-2GEJ241X","240R"
"R17","R_0402_240R","BottomLayer","RESC1005X04","6,5000","5,0000","0","ERJ-2GEJ241X","240R"
"R16","R_0402_240R","BottomLayer","RESC1005X04","6,5000","10,0000","180","ERJ-2GEJ241X","240R"
"R15","R_0402_240R","BottomLayer","RESC1005X04","3,9000","3,5000","0","ERJ-2GEJ241X","240R"
"R14","R_0402_240R","BottomLayer","RESC1005X04","16,6000","19,8000","180","ERJ-2GEJ241X","240R"
"R13","R_0402_240R","BottomLayer","RESC1005X04","6,5000","8,0000","0","ERJ-2GEJ241X","240R"
"R12","R_0402_240R","BottomLayer","RESC1005X04","9,0000","18,8000","0","ERJ-2GEJ241X","240R"
"R11","R_0402_240R","BottomLayer","RESC1005X04","6,5000","20,7000","0","ERJ-2GEJ241X","240R"
"R10","R_0402_240R","BottomLayer","RESC1005X04","18,1000","11,2000","180","ERJ-2GEJ241X","240R"
"R9","R_0402_240R","BottomLayer","RESC1005X04","6,5000","12,0000","180","ERJ-2GEJ241X","240R"
"R8","R_0402_240R","BottomLayer","RESC1005X04","12,2000","4,2000","180","ERJ-2GEJ241X","240R"
"R7","R_0402_1M","TopLayer","RESC1005X04","7,6000","11,1000","0","ERJ-2GEJ105X","1M"
"R6","R_0402_470R","TopLayer","RESC1005X04","27,4000","20,0000","0","ERJ-2RKF4700X","470R"
"R5","R_0402_470R","TopLayer","RESC1005X04","17,0000","12,5000","90","ERJ-2RKF4700X","470R"
"R4","R_0402_240R","BottomLayer","RESC1005X04","8,5000","13,0000","180","ERJ-2GEJ241X","240R"
"R3","R_0402_47k","TopLayer","RESC1005X04","18,7000","16,1000","90","ERJ-2GEJ473X","47k"
"R2","R_0402_1M","TopLayer","RESC1005X04","6,4000","4,3000","0","ERJ-2GEJ105X","1M"
"R1","R_0402_1k","TopLayer","RESC1005X04","6,3000","8,6000","180","ERJ-2GEJ102X","1k"
"P2","P_RF_SMA_Edge-Con","TopLayer","P_RF_SMA_Edge","27,6000","11,4000","270","CON-SMA-EDGE-S","50 R"
"P1","P_HDR_2x10_2.0mm_socket","TopLayer","P_Pinheader_2x10_R2.0mm_female_angled","2,8000","14,2600","270","SQT-110-01-F-D-RA",""
"L1","L_0402_4.7n_700mA","TopLayer","IND1005X06","25,0000","8,9000","90","LQG15HZ4N7C02D","4.7n"
"D4","D_LED_0603_Red","TopLayer","DIOM1608X02N_Red","6,7000","16,5000","0","150060SS55040","Red"
"D3","D_SOD123W_710mV_1A","TopLayer","SODFL350X110-2N","6,4000","2,7000","0","PMEG10010ELRX","710mV / 100V"
"D1","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","6,7000","9,8000","0","150060AS75000","Amber"
"C28","C_0402_500fF_50V","TopLayer","CAPC1005X06","25,0000","11,9000","270","GCM1555C1HR50WA16D","500fF"
"C27","C_0402_800fF_50V","TopLayer","CAPC1005X06","24,0000","8,9000","270","GCM1555C1HR80WA16D","800fF"
"C26","C_0402_100nF_10V","TopLayer","CAPC1005X06","22,4000","9,9000","180","GCM155R71A104KA55D","100nF"
"C25","C_0402_820pF_50V","TopLayer","CAPC1005X06","22,4000","7,1000","180","GRM1555C1H821JA01J","820pF"
"C24","C_0402_100nF_10V","TopLayer","CAPC1005X06","18,5000","11,7000","0","GCM155R71A104KA55D","100nF"
"C23","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","15,9000","12,1000","270","GCM155C71A105KE38D","1uF"
"C22","C_0402_100nF_10V","TopLayer","CAPC1005X06","13,5000","12,1000","270","GCM155R71A104KA55D","100nF"
"C21","C_0402_100nF_10V","TopLayer","CAPC1005X06","18,5000","12,7000","0","GCM155R71A104KA55D","100nF"
"C20","C_0402_100nF_10V","TopLayer","CAPC1005X06","21,0000","3,2000","180","GCM155R71A104KA55D","100nF"
"C19","C_0402_1uF_25V","TopLayer","CAPC1005X06","14,0000","13,6000","0","GRM155R61E105KA12J","1uF"
"C18","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","11,1000","8,2000","90","VJ0402A120JXQPW1BC","12pF"
"C17","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","11,1000","10,2000","270","VJ0402A120JXQPW1BC","12pF"
"C16","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","20,3000","12,3000","270","VJ0402A120JXQPW1BC","12pF"
"C15","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","22,4000","10,9000","180","VJ0402A120JXQPW1BC","12pF"
"C14","C_1206_100uF_6V3","TopLayer","CAPC3216X18_DNP","11,5000","17,0000","90","JMK316ABJ107ML-T","100uF"
"C13","C_0402_100nF_10V","TopLayer","CAPC1005X06","14,5000","12,1000","270","GCM155R71A104KA55D","100nF"
"C12","C_0402_47pF_50V","TopLayer","CAPC1005X06","6,5000","22,3000","0","C0402C470K5GACTU","47pF"
"C11","C_1206_47uF_10V","TopLayer","CAPC3216X18","9,1000","17,0000","90","LMK316ABJ476ML-T","47uF"
"C10","C_0402_100nF_10V","TopLayer","CAPC1005X06","6,5000","23,3000","0","GCM155R71A104KA55D","100nF"
"C9","C_0402_1nF_50V","TopLayer","CAPC1005X06_DNP","17,7000","16,1000","270","GRM1555C1H102JA01D","1nF"
"C8","C_0402_100nF_10V","TopLayer","CAPC1005X06","18,9000","17,9000","0","GCM155R71A104KA55D","100nF"
"C7","C_0402_1uF_25V","TopLayer","CAPC1005X06","27,0000","22,1000","90","GRM155R61E105KA12J","1uF"
"C6","C_0402_100nF_10V","TopLayer","CAPC1005X06","21,1980","24,1590","180","GCM155R71A104KA55D","100nF"
"C5","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","17,7000","19,3000","270","VJ0402A120JXQPW1BC","12pF"
"C4","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","17,7000","21,2000","90","VJ0402A120JXQPW1BC","12pF"
"C3","C_0402_100nF_10V","TopLayer","CAPC1005X06","18,5000","3,2000","180","GCM155R71A104KA55D","100nF"
"C2","C_0402_1uF_25V","TopLayer","CAPC1005X06","2,8000","3,5000","180","GRM155R61E105KA12J","1uF"
"C1","C_0402_100nF_10V","TopLayer","CAPC1005X06","12,9000","5,2000","0","GCM155R71A104KA55D","100nF"
