Altium Designer Pick and Place Locations
C:\Users\hans\Documents\Altium\shepherd_v2_nRF_FRAM_Target\Project Outputs\Pick Place\Pick Place for target_1.3e(OnlyPopulate).csv

========================================================================================================================
File Design Information:

Date:       07/02/25
Time:       18:02
Revision:   Not in VersionControl
Variant:    OnlyPopulate
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Manufacturer PN","Value"
"C16","C_0402_100nF_10V","TopLayer","CAPC1005X06","25,8000","11,2000","180","GCM155R71A104KA55D","100nF"
"C15","C_0402_820pF_50V","TopLayer","CAPC1005X06","25,8000","8,0000","180","GRM1555C1H821JA01J","820pF"
"C14","C_0402_100nF_10V","TopLayer","CAPC1005X06","21,5853","13,4000","270","GCM155R71A104KA55D","100nF"
"C13","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","19,0000","13,4000","270","GCM155C71A105KE38D","1uF"
"C12","C_0402_100nF_10V","TopLayer","CAPC1005X06","16,9000","13,4000","270","GCM155R71A104KA55D","100nF"
"C11","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","23,8000","13,4000","270","VJ0402A120JXQPW1BC","12pF"
"C10","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","25,7500","12,2000","180","VJ0402A120JXQPW1BC","12pF"
"C9","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","14,5500","9,3000","90","VJ0402A120JXQPW1BC","12pF"
"C8","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","14,5500","11,3000","270","VJ0402A120JXQPW1BC","12pF"
"C7","C_0402_1.2pF_50V","TopLayer","CAPC1005X06","28,1500","9,5500","270","GJM1555C1H1R2JB01D","1.2pF"
"C6","C_0402_1pF_50V","TopLayer","CAPC1005X06","25,3000","9,5500","270","GJM1555C1H1R0JB01D","1pF"
"C5","C_0402_100nF_10V","TopLayer","CAPC1005X06","22,6500","13,4000","270","GCM155R71A104KA55D","100nF"
"C4","C_0402_100nF_10V","TopLayer","CAPC1005X06","24,6000","3,2500","90","GCM155R71A104KA55D","100nF"
"C3","C_0402_100nF_10V","TopLayer","CAPC1005X06","20,5500","3,2500","90","GCM155R71A104KA55D","100nF"
"C2","C_0402_100nF_10V","TopLayer","CAPC1005X06","16,0500","6,8500","0","GCM155R71A104KA55D","100nF"
"C1","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","17,9500","13,4000","270","GCM155C71A105KE38D","1uF"
