Altium Designer Pick and Place Locations
C:\Users\hans\Documents\Altium\shepherd_v2_nRF_FRAM_Target\Project Outputs\Pick Place\Pick Place for target_1.3d_panel(OnlyPopulate).csv

========================================================================================================================
File Design Information:

Date:       12/09/24
Time:       14:19
Revision:   Not in VersionControl
Variant:    OnlyPopulate
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Manufacturer PN","Value"
"C21","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","25,3000","33,2500","270","VJ0402A120JXQPW1BC","12pF"
"C20","C_0402_1nF_50V","TopLayer","CAPC1005X06_DNP","17,1000","19,5500","180","DNP","1nF DNP"
"C19","C_0402_100nF_10V","TopLayer","CAPC1005X06","26,4000","29,8499","0","GCM155R71A104KA55D","100nF"
"C18","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","35,1000","34,6500","180","GCM155C71A105KE38D","1uF"
"C17","C_0402_100nF_10V","TopLayer","CAPC1005X06","28,8000","36,7000","180","GCM155R71A104KA55D","100nF"
"C16","C_0402_100nF_10V","TopLayer","CAPC1005X06","35,8000","22,6999","180","GCM155R71A104KA55D","100nF"
"C15","C_0402_820pF_50V","TopLayer","CAPC1005X06","35,8000","19,4999","180","GRM1555C1H821JA01J","820pF"
"C14","C_0402_100nF_10V","TopLayer","CAPC1005X06","31,5853","24,9000","270","GCM155R71A104KA55D","100nF"
"C13","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","29,0000","24,9000","270","GCM155C71A105KE38D","1uF"
"C12","C_0402_100nF_10V","TopLayer","CAPC1005X06","26,9000","24,9000","270","GCM155R71A104KA55D","100nF"
"C11","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","33,8000","24,9000","270","VJ0402A120JXQPW1BC","12pF"
"C10","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","35,7500","23,6999","180","VJ0402A120JXQPW1BC","12pF"
"C9","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","24,5500","20,8000","90","VJ0402A120JXQPW1BC","12pF"
"C8","C_0402_12pF_10V_NP0","TopLayer","CAPC1005X06","24,5500","22,7999","270","VJ0402A120JXQPW1BC","12pF"
"C7","C_0402_1.2pF_50V","TopLayer","CAPC1005X06","38,1500","21,0499","270","GJM1555C1H1R2JB01D","1.2pF"
"C6","C_0402_1pF_50V","TopLayer","CAPC1005X06","35,3000","21,0499","270","GJM1555C1H1R0JB01D","1pF"
"C5","C_0402_100nF_10V","TopLayer","CAPC1005X06","32,6500","24,9000","270","GCM155R71A104KA55D","100nF"
"C4","C_0402_100nF_10V","TopLayer","CAPC1005X06","34,6000","14,7500","90","GCM155R71A104KA55D","100nF"
"C3","C_0402_100nF_10V","TopLayer","CAPC1005X06","30,5500","14,7500","90","GCM155R71A104KA55D","100nF"
"C2","C_0402_100nF_10V","TopLayer","CAPC1005X06","26,0500","18,3500","0","GCM155R71A104KA55D","100nF"
"C1","C_0402_1uF_10V_X7R","TopLayer","CAPC1005X06","27,9500","24,8999","270","GCM155C71A105KE38D","1uF"
"(50;40)","Comment","TopLayer","M_Fiducial_3mm","-20,0000","-20,0001","0","",""
"(50;10)","Comment","TopLayer","M_Fiducial_3mm","-20,0000","-20,0001","0","",""
"(10;40)","Comment","TopLayer","M_Fiducial_3mm","-20,0000","-20,0001","0","",""
"(10;10)","Comment","TopLayer","M_Fiducial_3mm","-20,0000","-20,0001","0","",""
